trans_id	gene_id
Nippo_chrI.g1184.t2	Nippo_chrI.g1184
Nippo_chrI.g1185.t3	Nippo_chrI.g1185
Nippo_chrI.g1185.t1	Nippo_chrI.g1185
Nippo_chrI.g1185.t2	Nippo_chrI.g1185
Nippo_chrI.g1186.t1	Nippo_chrI.g1186
Nippo_chrI.g1186.t3	Nippo_chrI.g1186
Nippo_chrI.g1186.t2	Nippo_chrI.g1186
Nippo_chrI.g1187.t1	Nippo_chrI.g1187
Nippo_chrI.g1188.t1	Nippo_chrI.g1188
Nippo_chrI.g1189.t1	Nippo_chrI.g1189
Nippo_chrI.g1190.t2	Nippo_chrI.g1190
Nippo_chrI.g1190.t1	Nippo_chrI.g1190
Nippo_chrI.g1190.t3	Nippo_chrI.g1190
Nippo_chrI.g1191.t2	Nippo_chrI.g1191
Nippo_chrI.g1191.t1	Nippo_chrI.g1191
Nippo_chrI.g1192.t1	Nippo_chrI.g1192
Nippo_chrI.g1192.t2	Nippo_chrI.g1192
Nippo_chrI.g1193.t1	Nippo_chrI.g1193
Nippo_chrI.g1193.t3	Nippo_chrI.g1193
Nippo_chrI.g1193.t2	Nippo_chrI.g1193
Nippo_chrI.g1194.t1	Nippo_chrI.g1194
Nippo_chrI.g1194.t2	Nippo_chrI.g1194
Nippo_chrI.g1195.t1	Nippo_chrI.g1195
Nippo_chrI.g1196.t1	Nippo_chrI.g1196
Nippo_chrI.g1197.t1	Nippo_chrI.g1197
Nippo_chrI.g1198.t4	Nippo_chrI.g1198
Nippo_chrI.g1198.t5	Nippo_chrI.g1198
Nippo_chrI.g1198.t1	Nippo_chrI.g1198
Nippo_chrI.g1198.t2	Nippo_chrI.g1198
Nippo_chrI.g1198.t3	Nippo_chrI.g1198
Nippo_chrI.g1199.t1	Nippo_chrI.g1199
Nippo_chrI.g1200.t1	Nippo_chrI.g1200
Nippo_chrI.g1201.t1	Nippo_chrI.g1201
Nippo_chrI.g1201.t2	Nippo_chrI.g1201
Nippo_chrI.g1202.t1	Nippo_chrI.g1202
Nippo_chrI.g1202.t2	Nippo_chrI.g1202
Nippo_chrI.g1203.t2	Nippo_chrI.g1203
Nippo_chrI.g1203.t3	Nippo_chrI.g1203
Nippo_chrI.g1203.t1	Nippo_chrI.g1203
Nippo_chrI.g1204.t1	Nippo_chrI.g1204
Nippo_chrI.g1205.t1	Nippo_chrI.g1205
Nippo_chrI.g1206.t2	Nippo_chrI.g1206
Nippo_chrI.g1206.t1	Nippo_chrI.g1206
Nippo_chrI.g1207.t1	Nippo_chrI.g1207
Nippo_chrI.g1207.t3	Nippo_chrI.g1207
Nippo_chrI.g1207.t2	Nippo_chrI.g1207
Nippo_chrI.g1208.t1	Nippo_chrI.g1208
Nippo_chrI.g1209.t1	Nippo_chrI.g1209
Nippo_chrI.g1210.t1	Nippo_chrI.g1210
Nippo_chrI.g1210.t3	Nippo_chrI.g1210
Nippo_chrI.g1210.t2	Nippo_chrI.g1210
Nippo_chrI.g1211.t2	Nippo_chrI.g1211
Nippo_chrI.g1211.t1	Nippo_chrI.g1211
Nippo_chrI.g1212.t1	Nippo_chrI.g1212
Nippo_chrI.g1213.t1	Nippo_chrI.g1213
Nippo_chrI.g1214.t1	Nippo_chrI.g1214
Nippo_chrI.g1214.t2	Nippo_chrI.g1214
Nippo_chrI.g1214.t3	Nippo_chrI.g1214
Nippo_chrI.g1215.t2	Nippo_chrI.g1215
Nippo_chrI.g1215.t1	Nippo_chrI.g1215
Nippo_chrI.g1216.t2	Nippo_chrI.g1216
Nippo_chrI.g1216.t3	Nippo_chrI.g1216
Nippo_chrI.g1216.t1	Nippo_chrI.g1216
Nippo_chrI.g1217.t1	Nippo_chrI.g1217
Nippo_chrI.g1218.t1	Nippo_chrI.g1218
Nippo_chrI.g1219.t1	Nippo_chrI.g1219
Nippo_chrI.g1219.t2	Nippo_chrI.g1219
Nippo_chrI.g1220.t2	Nippo_chrI.g1220
Nippo_chrI.g1220.t1	Nippo_chrI.g1220
Nippo_chrI.g1221.t1	Nippo_chrI.g1221
Nippo_chrI.g1221.t2	Nippo_chrI.g1221
Nippo_chrI.g1221.t3	Nippo_chrI.g1221
Nippo_chrI.g1222.t2	Nippo_chrI.g1222
Nippo_chrI.g1222.t1	Nippo_chrI.g1222
Nippo_chrI.g1223.t1	Nippo_chrI.g1223
Nippo_chrI.g1224.t1	Nippo_chrI.g1224
Nippo_chrI.g1224.t3	Nippo_chrI.g1224
Nippo_chrI.g1224.t2	Nippo_chrI.g1224
Nippo_chrI.g1225.t1	Nippo_chrI.g1225
Nippo_chrI.g1226.t1	Nippo_chrI.g1226
Nippo_chrI.g1227.t1	Nippo_chrI.g1227
Nippo_chrI.g1228.t1	Nippo_chrI.g1228
Nippo_chrI.g1229.t2	Nippo_chrI.g1229
Nippo_chrI.g1229.t1	Nippo_chrI.g1229
Nippo_chrI.g1230.t1	Nippo_chrI.g1230
Nippo_chrI.g1231.t1	Nippo_chrI.g1231
Nippo_chrI.g1232.t2	Nippo_chrI.g1232
Nippo_chrI.g1232.t1	Nippo_chrI.g1232
Nippo_chrI.g1233.t1	Nippo_chrI.g1233
Nippo_chrI.g1233.t3	Nippo_chrI.g1233
Nippo_chrI.g1233.t2	Nippo_chrI.g1233
Nippo_chrI.g1234.t2	Nippo_chrI.g1234
Nippo_chrI.g1234.t1	Nippo_chrI.g1234
Nippo_chrI.g1234.t3	Nippo_chrI.g1234
Nippo_chrI.g1235.t1	Nippo_chrI.g1235
Nippo_chrI.g1236.t1	Nippo_chrI.g1236
Nippo_chrI.g1236.t2	Nippo_chrI.g1236
Nippo_chrI.g1237.t1	Nippo_chrI.g1237
Nippo_chrI.g1238.t1	Nippo_chrI.g1238
Nippo_chrI.g1238.t2	Nippo_chrI.g1238
Nippo_chrI.g1239.t1	Nippo_chrI.g1239
Nippo_chrI.g1240.t2	Nippo_chrI.g1240
Nippo_chrI.g1240.t1	Nippo_chrI.g1240
Nippo_chrI.g1241.t1	Nippo_chrI.g1241
Nippo_chrI.g1241.t2	Nippo_chrI.g1241
Nippo_chrI.g1242.t1	Nippo_chrI.g1242
Nippo_chrI.g1243.t1	Nippo_chrI.g1243
Nippo_chrI.g1243.t2	Nippo_chrI.g1243
Nippo_chrI.g1244.t1	Nippo_chrI.g1244
Nippo_chrI.g1244.t2	Nippo_chrI.g1244
Nippo_chrI.g1245.t1	Nippo_chrI.g1245
Nippo_chrI.g1245.t2	Nippo_chrI.g1245
Nippo_chrI.g1245.t3	Nippo_chrI.g1245
Nippo_chrI.g1246.t1	Nippo_chrI.g1246
Nippo_chrI.g1246.t2	Nippo_chrI.g1246
Nippo_chrI.g1247.t1	Nippo_chrI.g1247
Nippo_chrI.g1247.t2	Nippo_chrI.g1247
Nippo_chrI.g1248.t1	Nippo_chrI.g1248
Nippo_chrI.g1249.t1	Nippo_chrI.g1249
Nippo_chrI.g1250.t1	Nippo_chrI.g1250
Nippo_chrI.g1250.t2	Nippo_chrI.g1250
Nippo_chrI.g1251.t1	Nippo_chrI.g1251
Nippo_chrI.g1252.t1	Nippo_chrI.g1252
Nippo_chrI.g1253.t1	Nippo_chrI.g1253
Nippo_chrI.g1254.t1	Nippo_chrI.g1254
Nippo_chrI.g1255.t2	Nippo_chrI.g1255
Nippo_chrI.g1255.t1	Nippo_chrI.g1255
Nippo_chrI.g1256.t2	Nippo_chrI.g1256
Nippo_chrI.g1256.t1	Nippo_chrI.g1256
Nippo_chrI.g1257.t1	Nippo_chrI.g1257
Nippo_chrI.g1257.t2	Nippo_chrI.g1257
Nippo_chrI.g1258.t1	Nippo_chrI.g1258
Nippo_chrI.g1258.t2	Nippo_chrI.g1258
Nippo_chrI.g1258.t3	Nippo_chrI.g1258
Nippo_chrI.g1259.t1	Nippo_chrI.g1259
Nippo_chrI.g1259.t2	Nippo_chrI.g1259
Nippo_chrI.g1260.t1	Nippo_chrI.g1260
Nippo_chrI.g1261.t1	Nippo_chrI.g1261
Nippo_chrI.g1262.t1	Nippo_chrI.g1262
Nippo_chrI.g1263.t2	Nippo_chrI.g1263
Nippo_chrI.g1263.t1	Nippo_chrI.g1263
Nippo_chrI.g1264.t1	Nippo_chrI.g1264
Nippo_chrI.g1264.t2	Nippo_chrI.g1264
Nippo_chrI.g1265.t1	Nippo_chrI.g1265
Nippo_chrI.g1265.t2	Nippo_chrI.g1265
Nippo_chrI.g1266.t1	Nippo_chrI.g1266
Nippo_chrI.g1266.t2	Nippo_chrI.g1266
Nippo_chrI.g1267.t2	Nippo_chrI.g1267
Nippo_chrI.g1267.t3	Nippo_chrI.g1267
Nippo_chrI.g1267.t1	Nippo_chrI.g1267
Nippo_chrI.g1268.t1	Nippo_chrI.g1268
Nippo_chrI.g1269.t1	Nippo_chrI.g1269
Nippo_chrI.g1270.t1	Nippo_chrI.g1270
Nippo_chrI.g1271.t1	Nippo_chrI.g1271
Nippo_chrI.g1272.t1	Nippo_chrI.g1272
Nippo_chrI.g1273.t3	Nippo_chrI.g1273
Nippo_chrI.g1273.t2	Nippo_chrI.g1273
Nippo_chrI.g1273.t1	Nippo_chrI.g1273
Nippo_chrI.g1274.t1	Nippo_chrI.g1274
Nippo_chrI.g1274.t2	Nippo_chrI.g1274
Nippo_chrI.g1274.t3	Nippo_chrI.g1274
Nippo_chrI.g1275.t2	Nippo_chrI.g1275
Nippo_chrI.g1275.t1	Nippo_chrI.g1275
Nippo_chrI.g1276.t1	Nippo_chrI.g1276
Nippo_chrI.g1276.t2	Nippo_chrI.g1276
Nippo_chrI.g1276.t4	Nippo_chrI.g1276
Nippo_chrI.g1276.t3	Nippo_chrI.g1276
Nippo_chrI.g1277.t1	Nippo_chrI.g1277
Nippo_chrI.g1277.t2	Nippo_chrI.g1277
Nippo_chrI.g1278.t1	Nippo_chrI.g1278
Nippo_chrI.g1279.t1	Nippo_chrI.g1279
Nippo_chrI.g1280.t1	Nippo_chrI.g1280
Nippo_chrI.g1281.t1	Nippo_chrI.g1281
Nippo_chrI.g1282.t2	Nippo_chrI.g1282
Nippo_chrI.g1282.t1	Nippo_chrI.g1282
Nippo_chrI.g1283.t1	Nippo_chrI.g1283
Nippo_chrI.g1284.t1	Nippo_chrI.g1284
Nippo_chrI.g1285.t1	Nippo_chrI.g1285
Nippo_chrI.g1286.t1	Nippo_chrI.g1286
Nippo_chrI.g1286.t2	Nippo_chrI.g1286
Nippo_chrI.g1287.t1	Nippo_chrI.g1287
Nippo_chrI.g1287.t2	Nippo_chrI.g1287
Nippo_chrI.g1287.t3	Nippo_chrI.g1287
Nippo_chrI.g1287.t4	Nippo_chrI.g1287
Nippo_chrI.g1287.t5	Nippo_chrI.g1287
Nippo_chrI.g1288.t1	Nippo_chrI.g1288
Nippo_chrI.g1289.t1	Nippo_chrI.g1289
Nippo_chrI.g1290.t1	Nippo_chrI.g1290
Nippo_chrI.g1290.t2	Nippo_chrI.g1290
Nippo_chrI.g1291.t1	Nippo_chrI.g1291
Nippo_chrI.g1291.t2	Nippo_chrI.g1291
Nippo_chrI.g1291.t3	Nippo_chrI.g1291
Nippo_chrI.g1292.t1	Nippo_chrI.g1292
Nippo_chrI.g1293.t2	Nippo_chrI.g1293
Nippo_chrI.g1293.t1	Nippo_chrI.g1293
Nippo_chrI.g1293.t3	Nippo_chrI.g1293
Nippo_chrI.g1294.t1	Nippo_chrI.g1294
Nippo_chrI.g1295.t1	Nippo_chrI.g1295
Nippo_chrI.g1296.t2	Nippo_chrI.g1296
Nippo_chrI.g1296.t1	Nippo_chrI.g1296
Nippo_chrI.g1297.t2	Nippo_chrI.g1297
Nippo_chrI.g1297.t1	Nippo_chrI.g1297
Nippo_chrI.g1297.t3	Nippo_chrI.g1297
Nippo_chrI.g1298.t1	Nippo_chrI.g1298
Nippo_chrI.g1299.t1	Nippo_chrI.g1299
Nippo_chrI.g1300.t1	Nippo_chrI.g1300
Nippo_chrI.g1301.t1	Nippo_chrI.g1301
Nippo_chrI.g1301.t2	Nippo_chrI.g1301
Nippo_chrI.g1302.t1	Nippo_chrI.g1302
Nippo_chrI.g1303.t1	Nippo_chrI.g1303
Nippo_chrI.g1303.t2	Nippo_chrI.g1303
Nippo_chrI.g1304.t1	Nippo_chrI.g1304
Nippo_chrI.g1305.t1	Nippo_chrI.g1305
Nippo_chrI.g1305.t2	Nippo_chrI.g1305
Nippo_chrI.g1306.t1	Nippo_chrI.g1306
Nippo_chrI.g1307.t1	Nippo_chrI.g1307
Nippo_chrI.g1308.t1	Nippo_chrI.g1308
Nippo_chrI.g1309.t1	Nippo_chrI.g1309
Nippo_chrI.g1310.t2	Nippo_chrI.g1310
Nippo_chrI.g1310.t1	Nippo_chrI.g1310
Nippo_chrI.g1311.t1	Nippo_chrI.g1311
Nippo_chrI.g1312.t1	Nippo_chrI.g1312
Nippo_chrI.g1313.t1	Nippo_chrI.g1313
Nippo_chrI.g1311.t2	Nippo_chrI.g1311
Nippo_chrI.g1311.t3	Nippo_chrI.g1311
Nippo_chrI.g1314.t1	Nippo_chrI.g1314
Nippo_chrI.g1314.t2	Nippo_chrI.g1314
Nippo_chrI.g1315.t1	Nippo_chrI.g1315
Nippo_chrI.g1316.t2	Nippo_chrI.g1316
Nippo_chrI.g1316.t1	Nippo_chrI.g1316
Nippo_chrI.g1317.t1	Nippo_chrI.g1317
Nippo_chrI.g1316.t3	Nippo_chrI.g1316
Nippo_chrI.g1316.t4	Nippo_chrI.g1316
Nippo_chrI.g1316.t5	Nippo_chrI.g1316
Nippo_chrI.g1318.t1	Nippo_chrI.g1318
Nippo_chrI.g1319.t1	Nippo_chrI.g1319
Nippo_chrI.g1319.t2	Nippo_chrI.g1319
Nippo_chrI.g1320.t1	Nippo_chrI.g1320
Nippo_chrI.g1320.t3	Nippo_chrI.g1320
Nippo_chrI.g1320.t2	Nippo_chrI.g1320
Nippo_chrI.g1321.t2	Nippo_chrI.g1321
Nippo_chrI.g1321.t1	Nippo_chrI.g1321
Nippo_chrI.g1322.t1	Nippo_chrI.g1322
Nippo_chrI.g1322.t2	Nippo_chrI.g1322
Nippo_chrI.g1323.t1	Nippo_chrI.g1323
Nippo_chrI.g1323.t2	Nippo_chrI.g1323
Nippo_chrI.g1324.t1	Nippo_chrI.g1324
Nippo_chrI.g1325.t2	Nippo_chrI.g1325
Nippo_chrI.g1325.t1	Nippo_chrI.g1325
Nippo_chrI.g1326.t1	Nippo_chrI.g1326
Nippo_chrI.g1326.t2	Nippo_chrI.g1326
Nippo_chrI.g1326.t3	Nippo_chrI.g1326
Nippo_chrI.g1327.t1	Nippo_chrI.g1327
Nippo_chrI.g1328.t4	Nippo_chrI.g1328
Nippo_chrI.g1328.t5	Nippo_chrI.g1328
Nippo_chrI.g1328.t1	Nippo_chrI.g1328
Nippo_chrI.g1328.t2	Nippo_chrI.g1328
Nippo_chrI.g1328.t3	Nippo_chrI.g1328
Nippo_chrI.g1329.t1	Nippo_chrI.g1329
Nippo_chrI.g1330.t1	Nippo_chrI.g1330
Nippo_chrI.g1331.t1	Nippo_chrI.g1331
Nippo_chrI.g1332.t1	Nippo_chrI.g1332
Nippo_chrI.g1333.t4	Nippo_chrI.g1333
Nippo_chrI.g1333.t1	Nippo_chrI.g1333
Nippo_chrI.g1333.t2	Nippo_chrI.g1333
Nippo_chrI.g1333.t3	Nippo_chrI.g1333
Nippo_chrI.g1334.t3	Nippo_chrI.g1334
Nippo_chrI.g1334.t1	Nippo_chrI.g1334
Nippo_chrI.g1334.t2	Nippo_chrI.g1334
Nippo_chrI.g1335.t1	Nippo_chrI.g1335
Nippo_chrI.g1336.t1	Nippo_chrI.g1336
Nippo_chrI.g1336.t3	Nippo_chrI.g1336
Nippo_chrI.g1336.t2	Nippo_chrI.g1336
Nippo_chrI.g1337.t1	Nippo_chrI.g1337
Nippo_chrI.g1338.t1	Nippo_chrI.g1338
Nippo_chrI.g1339.t1	Nippo_chrI.g1339
Nippo_chrI.g1340.t1	Nippo_chrI.g1340
Nippo_chrI.g1341.t1	Nippo_chrI.g1341
Nippo_chrI.g1341.t2	Nippo_chrI.g1341
Nippo_chrI.g1342.t1	Nippo_chrI.g1342
Nippo_chrI.g1343.t1	Nippo_chrI.g1343
Nippo_chrI.g1344.t1	Nippo_chrI.g1344
Nippo_chrI.g1345.t1	Nippo_chrI.g1345
Nippo_chrI.g1346.t1	Nippo_chrI.g1346
Nippo_chrI.g1347.t2	Nippo_chrI.g1347
Nippo_chrI.g1347.t1	Nippo_chrI.g1347
Nippo_chrI.g1347.t3	Nippo_chrI.g1347
Nippo_chrI.g1347.t4	Nippo_chrI.g1347
Nippo_chrI.g1348.t1	Nippo_chrI.g1348
Nippo_chrI.g1349.t3	Nippo_chrI.g1349
Nippo_chrI.g1349.t1	Nippo_chrI.g1349
Nippo_chrI.g1349.t2	Nippo_chrI.g1349
Nippo_chrI.g1349.t4	Nippo_chrI.g1349
Nippo_chrI.g1349.t5	Nippo_chrI.g1349
Nippo_chrI.g1350.t1	Nippo_chrI.g1350
Nippo_chrI.g1351.t1	Nippo_chrI.g1351
Nippo_chrI.g1352.t1	Nippo_chrI.g1352
Nippo_chrI.g1352.t2	Nippo_chrI.g1352
Nippo_chrI.g1352.t3	Nippo_chrI.g1352
Nippo_chrI.g1353.t1	Nippo_chrI.g1353
Nippo_chrI.g1353.t2	Nippo_chrI.g1353
Nippo_chrI.g1354.t1	Nippo_chrI.g1354
Nippo_chrI.g1355.t2	Nippo_chrI.g1355
Nippo_chrI.g1355.t1	Nippo_chrI.g1355
Nippo_chrI.g1356.t1	Nippo_chrI.g1356
Nippo_chrI.g1357.t2	Nippo_chrI.g1357
Nippo_chrI.g1357.t1	Nippo_chrI.g1357
Nippo_chrI.g1358.t1	Nippo_chrI.g1358
Nippo_chrI.g1359.t1	Nippo_chrI.g1359
Nippo_chrI.g1359.t2	Nippo_chrI.g1359
Nippo_chrI.g1360.t1	Nippo_chrI.g1360
Nippo_chrI.g1361.t2	Nippo_chrI.g1361
Nippo_chrI.g1361.t1	Nippo_chrI.g1361
Nippo_chrI.g1362.t1	Nippo_chrI.g1362
Nippo_chrI.g1362.t2	Nippo_chrI.g1362
Nippo_chrI.g1363.t2	Nippo_chrI.g1363
Nippo_chrI.g1363.t1	Nippo_chrI.g1363
Nippo_chrI.g1364.t1	Nippo_chrI.g1364
Nippo_chrI.g1365.t6	Nippo_chrI.g1365
Nippo_chrI.g1365.t2	Nippo_chrI.g1365
Nippo_chrI.g1365.t3	Nippo_chrI.g1365
Nippo_chrI.g1365.t4	Nippo_chrI.g1365
Nippo_chrI.g1365.t1	Nippo_chrI.g1365
Nippo_chrI.g1365.t5	Nippo_chrI.g1365
Nippo_chrI.g1366.t1	Nippo_chrI.g1366
Nippo_chrI.g1365.t7	Nippo_chrI.g1365
Nippo_chrI.g1367.t1	Nippo_chrI.g1367
Nippo_chrI.g1368.t2	Nippo_chrI.g1368
Nippo_chrI.g1368.t1	Nippo_chrI.g1368
Nippo_chrI.g1369.t1	Nippo_chrI.g1369
Nippo_chrI.g1369.t2	Nippo_chrI.g1369
Nippo_chrI.g1369.t3	Nippo_chrI.g1369
Nippo_chrI.g1370.t1	Nippo_chrI.g1370
Nippo_chrI.g1371.t4	Nippo_chrI.g1371
Nippo_chrI.g1371.t2	Nippo_chrI.g1371
Nippo_chrI.g1371.t1	Nippo_chrI.g1371
Nippo_chrI.g1372.t1	Nippo_chrI.g1372
Nippo_chrI.g1371.t3	Nippo_chrI.g1371
Nippo_chrI.g1373.t1	Nippo_chrI.g1373
Nippo_chrI.g1374.t1	Nippo_chrI.g1374
Nippo_chrI.g1374.t2	Nippo_chrI.g1374
Nippo_chrI.g1373.t2	Nippo_chrI.g1373
Nippo_chrI.g1375.t2	Nippo_chrI.g1375
Nippo_chrI.g1375.t1	Nippo_chrI.g1375
Nippo_chrI.g1376.t1	Nippo_chrI.g1376
Nippo_chrI.g1375.t3	Nippo_chrI.g1375
Nippo_chrI.g1375.t4	Nippo_chrI.g1375
Nippo_chrI.g1375.t5	Nippo_chrI.g1375
Nippo_chrI.g1377.t1	Nippo_chrI.g1377
Nippo_chrI.g1378.t1	Nippo_chrI.g1378
Nippo_chrI.g1379.t1	Nippo_chrI.g1379
Nippo_chrI.g1379.t2	Nippo_chrI.g1379
Nippo_chrI.g1380.t2	Nippo_chrI.g1380
Nippo_chrI.g1380.t1	Nippo_chrI.g1380
Nippo_chrI.g1380.t3	Nippo_chrI.g1380
Nippo_chrI.g1381.t1	Nippo_chrI.g1381
Nippo_chrI.g1382.t1	Nippo_chrI.g1382
Nippo_chrI.g1383.t1	Nippo_chrI.g1383
Nippo_chrI.g1383.t2	Nippo_chrI.g1383
Nippo_chrI.g1384.t1	Nippo_chrI.g1384
Nippo_chrI.g1384.t2	Nippo_chrI.g1384
Nippo_chrI.g1385.t1	Nippo_chrI.g1385
Nippo_chrI.g1386.t1	Nippo_chrI.g1386
Nippo_chrI.g1387.t2	Nippo_chrI.g1387
Nippo_chrI.g1387.t1	Nippo_chrI.g1387
Nippo_chrI.g1387.t3	Nippo_chrI.g1387
Nippo_chrI.g1388.t1	Nippo_chrI.g1388
Nippo_chrI.g1389.t2	Nippo_chrI.g1389
Nippo_chrI.g1389.t1	Nippo_chrI.g1389
Nippo_chrI.g1390.t1	Nippo_chrI.g1390
Nippo_chrI.g1390.t2	Nippo_chrI.g1390
Nippo_chrI.g1391.t2	Nippo_chrI.g1391
Nippo_chrI.g1391.t1	Nippo_chrI.g1391
Nippo_chrI.g1391.t3	Nippo_chrI.g1391
Nippo_chrI.g1392.t2	Nippo_chrI.g1392
Nippo_chrI.g1392.t3	Nippo_chrI.g1392
Nippo_chrI.g1392.t1	Nippo_chrI.g1392
Nippo_chrI.g1393.t1	Nippo_chrI.g1393
Nippo_chrI.g1394.t1	Nippo_chrI.g1394
Nippo_chrI.g1395.t1	Nippo_chrI.g1395
Nippo_chrI.g1396.t1	Nippo_chrI.g1396
Nippo_chrI.g1397.t1	Nippo_chrI.g1397
Nippo_chrI.g1397.t2	Nippo_chrI.g1397
Nippo_chrI.g1398.t1	Nippo_chrI.g1398
Nippo_chrI.g1398.t2	Nippo_chrI.g1398
Nippo_chrI.g1399.t1	Nippo_chrI.g1399
Nippo_chrI.g1399.t2	Nippo_chrI.g1399
Nippo_chrI.g1400.t2	Nippo_chrI.g1400
Nippo_chrI.g1400.t1	Nippo_chrI.g1400
Nippo_chrI.g1401.t1	Nippo_chrI.g1401
Nippo_chrI.g1402.t1	Nippo_chrI.g1402
Nippo_chrI.g1402.t2	Nippo_chrI.g1402
Nippo_chrI.g1403.t1	Nippo_chrI.g1403
Nippo_chrI.g1404.t1	Nippo_chrI.g1404
Nippo_chrI.g1405.t2	Nippo_chrI.g1405
Nippo_chrI.g1405.t1	Nippo_chrI.g1405
Nippo_chrI.g1406.t1	Nippo_chrI.g1406
Nippo_chrI.g1407.t1	Nippo_chrI.g1407
Nippo_chrI.g1408.t2	Nippo_chrI.g1408
Nippo_chrI.g1408.t1	Nippo_chrI.g1408
Nippo_chrI.g1409.t1	Nippo_chrI.g1409
Nippo_chrI.g1410.t1	Nippo_chrI.g1410
Nippo_chrI.g1411.t2	Nippo_chrI.g1411
Nippo_chrI.g1411.t1	Nippo_chrI.g1411
Nippo_chrI.g1412.t1	Nippo_chrI.g1412
Nippo_chrI.g1413.t1	Nippo_chrI.g1413
Nippo_chrI.g1414.t1	Nippo_chrI.g1414
Nippo_chrI.g1415.t1	Nippo_chrI.g1415
Nippo_chrI.g1416.t1	Nippo_chrI.g1416
Nippo_chrI.g1417.t1	Nippo_chrI.g1417
Nippo_chrI.g1418.t1	Nippo_chrI.g1418
Nippo_chrI.g1419.t2	Nippo_chrI.g1419
Nippo_chrI.g1419.t1	Nippo_chrI.g1419
Nippo_chrI.g1420.t2	Nippo_chrI.g1420
Nippo_chrI.g1420.t1	Nippo_chrI.g1420
Nippo_chrI.g1420.t3	Nippo_chrI.g1420
Nippo_chrI.g1421.t1	Nippo_chrI.g1421
Nippo_chrI.g1422.t1	Nippo_chrI.g1422
Nippo_chrI.g1423.t1	Nippo_chrI.g1423
Nippo_chrI.g1424.t1	Nippo_chrI.g1424
Nippo_chrI.g1424.t2	Nippo_chrI.g1424
Nippo_chrI.g1425.t1	Nippo_chrI.g1425
Nippo_chrI.g1425.t2	Nippo_chrI.g1425
Nippo_chrI.g1426.t1	Nippo_chrI.g1426
Nippo_chrI.g1426.t2	Nippo_chrI.g1426
Nippo_chrI.g1427.t1	Nippo_chrI.g1427
Nippo_chrI.g1428.t1	Nippo_chrI.g1428
Nippo_chrI.g1429.t1	Nippo_chrI.g1429
Nippo_chrI.g1430.t1	Nippo_chrI.g1430
Nippo_chrI.g1431.t1	Nippo_chrI.g1431
Nippo_chrI.g1432.t1	Nippo_chrI.g1432
Nippo_chrI.g1432.t2	Nippo_chrI.g1432
Nippo_chrI.g1433.t1	Nippo_chrI.g1433
Nippo_chrI.g1433.t2	Nippo_chrI.g1433
Nippo_chrI.g1434.t1	Nippo_chrI.g1434
Nippo_chrI.g1434.t2	Nippo_chrI.g1434
Nippo_chrI.g1435.t1	Nippo_chrI.g1435
Nippo_chrI.g1436.t3	Nippo_chrI.g1436
Nippo_chrI.g1436.t1	Nippo_chrI.g1436
Nippo_chrI.g1436.t2	Nippo_chrI.g1436
Nippo_chrI.g1437.t1	Nippo_chrI.g1437
Nippo_chrI.g1437.t2	Nippo_chrI.g1437
Nippo_chrI.g1437.t3	Nippo_chrI.g1437
Nippo_chrI.g1438.t1	Nippo_chrI.g1438
Nippo_chrI.g1439.t1	Nippo_chrI.g1439
Nippo_chrI.g1439.t2	Nippo_chrI.g1439
Nippo_chrI.g1439.t3	Nippo_chrI.g1439
Nippo_chrI.g1440.t1	Nippo_chrI.g1440
Nippo_chrI.g1440.t2	Nippo_chrI.g1440
Nippo_chrI.g1441.t1	Nippo_chrI.g1441
Nippo_chrI.g1441.t3	Nippo_chrI.g1441
Nippo_chrI.g1441.t2	Nippo_chrI.g1441
Nippo_chrI.g1442.t2	Nippo_chrI.g1442
Nippo_chrI.g1442.t1	Nippo_chrI.g1442
Nippo_chrI.g1442.t3	Nippo_chrI.g1442
Nippo_chrI.g1443.t1	Nippo_chrI.g1443
Nippo_chrI.g1444.t1	Nippo_chrI.g1444
Nippo_chrI.g1445.t1	Nippo_chrI.g1445
Nippo_chrI.g1446.t1	Nippo_chrI.g1446
Nippo_chrI.g1447.t2	Nippo_chrI.g1447
Nippo_chrI.g1447.t1	Nippo_chrI.g1447
Nippo_chrI.g1448.t1	Nippo_chrI.g1448
Nippo_chrI.g1448.t2	Nippo_chrI.g1448
Nippo_chrI.g1449.t1	Nippo_chrI.g1449
Nippo_chrI.g1450.t1	Nippo_chrI.g1450
Nippo_chrI.g1451.t1	Nippo_chrI.g1451
Nippo_chrI.g1451.t2	Nippo_chrI.g1451
Nippo_chrI.g1451.t3	Nippo_chrI.g1451
Nippo_chrI.g1451.t5	Nippo_chrI.g1451
Nippo_chrI.g1451.t6	Nippo_chrI.g1451
Nippo_chrI.g1451.t4	Nippo_chrI.g1451
Nippo_chrI.g1451.t7	Nippo_chrI.g1451
Nippo_chrI.g1452.t1	Nippo_chrI.g1452
Nippo_chrI.g1452.t2	Nippo_chrI.g1452
Nippo_chrI.g1453.t1	Nippo_chrI.g1453
Nippo_chrI.g1454.t3	Nippo_chrI.g1454
Nippo_chrI.g1454.t4	Nippo_chrI.g1454
Nippo_chrI.g1454.t1	Nippo_chrI.g1454
Nippo_chrI.g1454.t2	Nippo_chrI.g1454
Nippo_chrI.g1455.t1	Nippo_chrI.g1455
Nippo_chrI.g1456.t1	Nippo_chrI.g1456
Nippo_chrI.g1456.t2	Nippo_chrI.g1456
